description,image,lettre,nom
1. Nakayoki Koto wa Utsukushii Koto kana? 2. Kanojo no Yuuutsu 3. I wish 4. Chotto Stalker kamo!? 5. Ki ni Naru Otonari-san 6. Hontou ni Attara Kowai Hanashi 7. Sokokara Hajimaru 8. Koi seyo Mana-chan...,https://cdn.myanimelist.net/r/50x70/images/manga/3/143123.jpg?s=23246d1065d2360e16a3402bd6d41dc9,L,L.O.F
Yuri anthology by various mangaka.,https://cdn.myanimelist.net/r/50x70/images/manga/1/169445.jpg?s=e5fa4d41083303848045b9b2e56988af,L,L: Ladies & Girls Love
,https://cdn.myanimelist.net/r/50x70/images/manga/2/162635.jpg?s=bedd498e11b77fb47522f7f3eb80396e,L,L: Sagishi Flatland no Osoraku wa Karei naru Densetsu
"Part of the angelic bureaucracy, Karasu is sent to earth to retrieve a demon living among humans. However, he's surprised to discover that Shirasagi only wants to throw away his heritage and his power...",https://cdn.myanimelist.net/r/50x70/images/manga/2/286041.jpg?s=93e133fd167d59e1353f3ad88d7f042a,N,Na mo Naki Tori no Tobu Yoake
"A boy who knows a persons' ""time until death"" and has the special ability to give away life; an existence known as Shisha (Messenger). This nameless boy meets a human girl, Kumi, who gives him the nam...",https://cdn.myanimelist.net/r/50x70/images/manga/1/123157.jpg?s=4681d01d23e4e4bf4f23afafddbb2d7f,N,Na no Nai Shisha
"The youngest of seven sisters, Nanaki's goal is to ""grow another 20cm and become an adult."" Now she's a senior in high school and still baffles her friends with her childish ways. But simple sincerity...",https://cdn.myanimelist.net/r/50x70/images/manga/1/7702.jpg?s=3e84301c61930c9df9600fa88d1429db,N,Na*Na*Ki!!
,https://cdn.myanimelist.net/r/50x70/images/manga/2/163880.jpg?s=1ba8294f7faa4037590df1a2f10388c4,Q,Q-Jutsuka!
A 4-koma gag manga based on Transformers.,https://cdn.myanimelist.net/r/50x70/images/manga/2/35683.jpg?s=846f57290accf8f34c69b5d107988bec,Q,Q-Robo Transformer
,https://cdn.myanimelist.net/r/50x70/images/manga/3/190852.jpg?s=bf45133f6d195869cf1a604d5362b2af,Q,"Q. Moshikashite, Isekai wo Sukutta Eiyuu-san desu ka?"
1. M 2. Kioku no Meikyuu 3. A Virgin,https://cdn.myanimelist.net/r/50x70/images/manga/2/26837.jpg?s=ade38d69747d622c8d60e43c012c0c9c,M,M
"A continuation of 3 stories (Shoujo Chuu! (Virgin Addict), Hokeni no Naisho (The Infirmary Teacher's Secret) & Renren Houkago Hokenshitsu (Lovey Dovey Afterschool Infirmary)) that appeared in the Emua...",https://cdn.myanimelist.net/r/50x70/images/manga/1/97065.jpg?s=10e1dcb6d57f7eb899b9af00a41e02e0,M,M & A
This tongue-in-cheek semi-autobiography follows the absurdly gruesome adventures of a lonely boy and his singularly crazed family. His escape from the madness that surrounds him is his collection of p...,https://cdn.myanimelist.net/r/50x70/images/manga/1/16713.jpg?s=605ad8907ce8e0b578431182ed9c9217,M,M Collection
"What is being sought after cannot be felt even on the fingertips. This is a series about the extravagant lifestyle of a tattoo artist named Gad, and the circle of people who revolve in it. (Source: St...",https://cdn.myanimelist.net/r/50x70/images/manga/2/165628.jpg?s=9897a2b97d5c3c7c6ca57ea878e55e1f,G,Gad Sfortunato
"1-2. Forever, Whenever 5. Crazy for You 6. All for You 7. Koinonia",https://cdn.myanimelist.net/r/50x70/images/manga/1/93675.jpg?s=33b42d4a8d5466ceb5d40e47b683c1b6,G,Gaden Insui
"Once respected as the Demon Realm's second greatest authority, the Demon King's aide, Jahy, ruled her subjects with fear. But when a magical girl attacks and destroys a mystic gem containing massive p...",https://cdn.myanimelist.net/r/50x70/images/manga/2/206958.jpg?s=b9c7703022731d747531686942705b2c,J,Jahy-sama wa Kujikenai!
3. Blue Cheer 4. Betrayal Game 5. Futaba-kun and Futaba-kun,https://cdn.myanimelist.net/r/50x70/images/manga/4/189435.jpg?s=e4cdbdca2f29e1c86a6d97a7b915de38,J,Jail Bird
,https://cdn.myanimelist.net/r/50x70/images/manga/1/10666.jpg?s=f8bf52b69cb8f908b159b0fecd9417b4,J,Jailbait
"11-year-old Estelle never imagined she'd be sold off by her own mother. But the buyer is the one and only duke in the empire, Ein Castielo... and he's Estelle's father?! Feared across kingdoms for his...",https://cdn.myanimelist.net/r/50x70/images/manga/2/261994.jpg?s=32d668954025f15e4262376049354e71,I,I Belong to House Castielo
"Ayne le Poregrin has three ""trophies"" in her collection of men: a reluctant fiancé held hostage by his debts, a fickle assassin paid to be her lover, and a soulless pet dog won at a slave auction. But...",https://cdn.myanimelist.net/r/50x70/images/manga/2/263006.jpg?s=3e972160acf2aec1b814d927fe70c596,I,I Bid You Adieu
"Living as a fictional heroine is stressful, so why bother? Having read the story in her past life, Eliana, faithful maid to heroine Eslyn Arnele, knows it's far better to be a well-paid extra. While s...",https://cdn.myanimelist.net/r/50x70/images/manga/3/269090.jpg?s=94b970376afd55e2fad068df8715d9c3,I,"I Bought Land, Not a Man!"
"Focused on Yata's and Fushimi's past. There are three parts: ""Meeting,"" ""Getting Along,"" and ""Betraying.""",https://cdn.myanimelist.net/r/50x70/images/manga/3/120799.jpg?s=d53cd23e3635b424ee0653e99e5144b5,K,K: Lost Small World
"In Shizume city there's a legend about a red king with demon-like abilities that single-handendly created the Homra organization, as long as you get accepted into Homra, you can gain extraordinary pow...",https://cdn.myanimelist.net/r/50x70/images/manga/5/80003.jpg?s=95886d2fb2c4ae85ed979ed00bb12df0,K,K: Memory of Red
"Ever since the School Island Incident, in which the four Kings were involved, the Silver Clansman, Kuroh Yatogami and Neko were on their search for their master Shiro. Unable to find any leads to Shir...",https://cdn.myanimelist.net/r/50x70/images/manga/2/165916.jpg?s=b2fd85fbeb3e495aa2457c8dff53fd25,K,K: Missing Kings
"Mari Saotome is a cry-baby. She lives only with her father since her mother is already pass away. She falls in love with ballet after seeing a ballet performance. One day, she hears her aunt and fathe...",https://cdn.myanimelist.net/r/50x70/images/manga/3/247221.jpg?s=a42800526a32326408cdf1252233ec96,H,Haai! Mari-chan: Ai no Etoile
" Enjoy this moving masterpiece full of vivid imagery that depicts everything from the basics of falconry down to the minutiae of the lives of hawks. Find out if Gentarou, a young boy, will be able to...",https://cdn.myanimelist.net/r/50x70/images/manga/5/224961.jpg?s=6e7ff3b6b2baf46e89f4497a0cabadf8,H,Habatake! Taroumaru
,https://cdn.myanimelist.net/r/50x70/images/manga/2/242617.jpg?s=18609e00eaf9e3cada2182de403d2c0c,H,Habataki Ein Märchen
"In a European school dorm, Georges Saphir is admired and loved by everyone. However, afraid of others doing him harm, he has never allowed anyone to get close. Why is it then that misfit Robert can ef...",https://cdn.myanimelist.net/r/50x70/images/manga/2/251758.jpg?s=82eddb248540c541c6a9878a441b8534,L,La Esperança
"Kirishima Shirou (age 24) was suddenly downsized from work and his girlfriend dumped him. When he was complaining to his friend at a bar, a mysterious, beautiful, big breasted woman named Ishimura Ai...",https://cdn.myanimelist.net/r/50x70/images/manga/3/160076.jpg?s=9bd3510b8820de1b3963af7ad438680b,L,La La La
,https://cdn.myanimelist.net/r/50x70/images/manga/2/152896.jpg?s=b9247b58ea3377100d454c28542c5701,L,La La La Hallelujah!
The main character is on his way home after being dumped by his cheating girlfriend when he finds and picks up an abandoned girl cosplaying in a high school uniform.,https://cdn.myanimelist.net/r/50x70/images/manga/2/267498.jpg?s=cc8e7488f58f3970da0652bc46de33b5,N,Naa-tan to Goshujin-tama
"All Miharu Rokujou wishes for is a simple life. Unfortunately, he soon learns that he is in possession of a sacred and secret ninja art, the ""Shinra Banshou."" With this ability, Miharu is more likely...",https://cdn.myanimelist.net/r/50x70/images/manga/1/251337.jpg?s=2c8364034cac3856ddc1e9c5df7941f2,N,Nabari no Ou
"Set between chapter 56 and chapter 57 of Nabari no Ou. Miharu asks Yukimi where his childhood self has gone to. He sets off to the abandoned train while thinking about it, and gets off at the Garden o...",https://cdn.myanimelist.net/r/50x70/images/manga/3/161269.jpg?s=675af13ee4dadc4deb6eba8960a82cf6,N,Nabari no Ou dj - Osanagokoro no Niwa
,https://cdn.myanimelist.net/r/50x70/images/manga/3/160095.jpg?s=c6db784c55333272ebaa52651f40166a,Q,Q.E.D. iff: Shoumei Shuuryou
"Touma Sou is an MIT-graduated-student who comes back to Japan because he wants to know how it feels to be a high school student. Mizuhara Kana is a strong girl who loves sports. Together, they are par...",https://cdn.myanimelist.net/r/50x70/images/manga/1/156124.jpg?s=4191ecd94ed28e3ba558124f39bf24dc,Q,Q.E.D.: Shoumei Shuuryou
,https://cdn.myanimelist.net/r/50x70/images/manga/3/237319.jpg?s=d027649107af590e6e06f26f2ca47d08,Q,q.Tenjou no Ongaku
,https://cdn.myanimelist.net/r/50x70/images/manga/3/64897.jpg?s=adcf950f9cd346afe21dff1afa6f444d,M,M Haha Musume Choukyou Nikki
"A story about a female teacher engaging in improper behavior with both students and other teachers at the school. Included one-shots: Adult Hoikuen, Namida no★Owakare Nurse",https://cdn.myanimelist.net/r/50x70/images/manga/1/158763.jpg?s=7c434c88df9726499e7df0a954f5249a,M,M Kyoushi: Mochizuki-sensei no Himitsu
,https://cdn.myanimelist.net/r/50x70/images/manga/3/196645.jpg?s=d8859c4b24eec78899ada3db52b8ac61,J,Jain no Onihime: Mayoiga Kitan
"""I definitely don't want to live my life flirting and fawning over men!"" The apprentice-in-training Kikuha is against her job and thus constantly facing the consequences as a result. That is, until sh...",https://cdn.myanimelist.net/r/50x70/images/manga/1/241520.jpg?s=41e9990ca7103564949d4780a2c6f712,J,Jajauma to Hana
"Demons came pouring from a portal that appeared out of nowhere and caused the Cataclysm. But all hope is not lost thanks to the Awakeners, people who can fight these demons. Jun Lee, a D-rank Awakener...",https://cdn.myanimelist.net/r/50x70/images/manga/3/293176.jpg?s=85d65fc6790831ae3de7c79ef2329b69,I,I Came Back as a Martial Genius
"In the small provincial town of Dienta, Eshana ""Essie"" Ash seems to be nothing special, hardly worth a second glance. But hidden within her crimson eyes lies the mysterious power to see death. The exa...",https://cdn.myanimelist.net/r/50x70/images/manga/1/266172.jpg?s=95bd8866835a62c18d32aff95a42326e,I,I Can See Your Death
"Mikoto Suou, the leader of Homra, was strengthening his clan in Shizume Town. Reishi Munakata, the Blue King, immediately reorganized Scepter 4 and set out to restore order. When two opposite men meet...",https://cdn.myanimelist.net/r/50x70/images/manga/2/231050.jpg?s=25084e6a00533c53938122e573c0aa53,K,K: R:B
"In modern Japan, where history has strangely overlapped with reality. There, seven ""Kings"" with great superpowers existed. Along with their clansman to whom they shared their own power with, the kings...",https://cdn.myanimelist.net/r/50x70/images/manga/2/180444.jpg?s=cc3b8fc65133cffa97465135b13bde48,K,K: Return of Kings
"Yatogami Kuroh has lost the only thing remotely close to family he had left—and to make matters worse, he's been charged with a final task by his master that he isn't entirely sure he'll be able to fu...",https://cdn.myanimelist.net/r/50x70/images/manga/3/176955.jpg?s=f352291f108b9ad77689db2ced8b6a91,K,K: Stray Dog Story
,https://cdn.myanimelist.net/r/50x70/images/manga/2/284419.jpg?s=bca3c427b0adb893a106de2962d863fe,H,Habibi ni Kuchizuke wo
,https://cdn.myanimelist.net/r/50x70/images/manga/3/220742.jpg?s=6eaac6a7256fc2a0abab8bf39d74d76f,H,Haburi
,https://cdn.myanimelist.net/r/50x70/images/manga/1/258732.jpg?s=15ba5cae531ab3fec5bfeb66f31f93bc,H,Hacchaki Sensei
"Kashoo, the incredibly popular confectionery and coffee company, produces the most addicting products. However, there is a mystery behind how the company obtains its raw materials. What lurks on the i...",https://cdn.myanimelist.net/r/50x70/images/manga/1/16478.jpg?s=30c37a6ca031787d7063c108003e4c6a,L,La Mosca
,https://cdn.myanimelist.net/r/50x70/images/manga/2/179144.jpg?s=0e6d9c9912737376c6b832e4fe581112,L,La Nobetsu Makunashi
1-6. La paix Corpo no Yuuutsu 7-10. Inakata Gosaku no Yuuutsu,https://cdn.myanimelist.net/r/50x70/images/manga/1/190923.jpg?s=edefd7a41a398d2de794292ad1c4a602,L,La paix Corpo no Yuuutsu
,https://cdn.myanimelist.net/r/50x70/images/manga/3/289932.jpg?s=6b0b4962ab032fd6ee0b63799ba89da1,N,Nabe de Naguru Isekai Tensei
,https://cdn.myanimelist.net/r/50x70/images/manga/3/267195.jpg?s=d422697e82273c76c249452fb9b5f27e,N,Nabe de Naguru Isekai Tensei
"Meet Juntaro, a Japanese fishing addict who was born and raised in what is perceived to be one of the roughest parts of Japan. It is through his lens where you can experience various parts of the worl...",https://cdn.myanimelist.net/r/50x70/images/manga/1/291074.jpg?s=5290e8993f6a7c0585c9bb2ad54a179b,N,Nabe ni Dangan wo Ukenagara
,https://cdn.myanimelist.net/r/50x70/images/manga/1/197693.jpg?s=d1f33502af79e904386580b766b29cbe,Q,Q3
"1. Suki to Ienai…. Suki to Iwanai!! 2. Suki to Iwasetai!!? 3. Shitagi Sukeru Natsufuku (Transparent Underwear Under the Summer Clothes) 4. Suki Kirai Natsu Owari (Love, Hate, Summer, The End) 5. Osana...",https://cdn.myanimelist.net/r/50x70/images/manga/2/191469.jpg?s=93a5db79f57a2fd7b64727917402e70c,Q,QG: Q-to Girls
,https://cdn.myanimelist.net/r/50x70/images/manga/2/96725.jpg?s=e69139854674c8cf3c1ed4a9897f9914,Q,Qgirl
"When Aizawa was little he used to enjoy being a bully and picking on Hidaka. Due to the bullying, Hidaka moved away. And once Aizawa went to high school he made a vow to himself to never bully anyone....",https://cdn.myanimelist.net/r/50x70/images/manga/2/101593.jpg?s=981451d5006517451a6876514f435fe0,M,M nano? Baka nano? Hentai nano?
,https://cdn.myanimelist.net/r/50x70/images/manga/3/171817.jpg?s=6c91720458835345ab1e89b45fa1ecd6,M,M no Folklore
"Shitara Megumu had been in love with his neighbour, Mitsusawa Ryuuji, for a long time. Afraid of being detested by Ryuuji, Megumu turned his desires to other men. When Ryuuji caught Megumu half-naked...",https://cdn.myanimelist.net/r/50x70/images/manga/5/169122.jpg?s=640335898406be825a0d0ced9932bea7,M,M no Retsujou
"Contains a oneshot called Mirai ni Kiss - Meiko, a 14 year old Robotics genius, travels a hundred years forward in time. However, the future is completely different from her sweet daydreams.",https://cdn.myanimelist.net/r/50x70/images/manga/1/12380.jpg?s=9de0dfed1f6bee9b01076d810c3b1238,P,P Angel
What’s a gorgeous bartender to do when a group of cute and clueless virgins sticks around ‘til after last call? And how can a frustrated professor break through the block that keeps her from enjoying...,https://cdn.myanimelist.net/r/50x70/images/manga/3/122799.jpg?s=8e51967ab687acafa158daa6f318177c,J,Jajauma♥Oppai
"The story is set in a fantasy world of swords and magic, but this isn't a typical fantasy world since the technological progress have advanced so much that smartphones are everywhere!! Everyone lives...",https://cdn.myanimelist.net/r/50x70/images/manga/3/276558.jpg?s=7b3b12983e320c1fb812974caa731f37,J,Jaken-san wa Sugu Bureru
"Yuuki has a problem: evil spirits are attracted to him. But one day, he meets a kid that can devour those evil spirits for him. Yuuki's not sure whether that's a good thing or a bad thing... (Source:...",https://cdn.myanimelist.net/r/50x70/images/manga/3/240488.jpg?s=51fffcc7848a65561573984a72afcec0,J,Jaki Meshi
,https://cdn.myanimelist.net/r/50x70/images/manga/1/23275.jpg?s=e1df8b9c035b0f48a45146448980213c,I,I Can't Get!!
Exceptional abilities. Good looks that won't go unnoticed. A well-to-do family. A life on a well-worn path. Everything was boringly perfect. Until one day at the age of thirty... Kim Tae-joon impulsiv...,https://cdn.myanimelist.net/r/50x70/images/manga/2/291302.jpg?s=30546ad9a4040d1389ff42cb36fb7457,I,I Can't Wait To Eat You
"Obsessed with medieval fantasies, Marina develops a revolutionary VR device that can bring fictional worlds to life. Her dreams come true when she transports herself to Lasnarok, the setting of her ow...",https://cdn.myanimelist.net/r/50x70/images/manga/1/262808.jpg?s=d2a4a12a2f1d2b78f41f721f1f248372,I,I Choose the Emperor Ending
"The story takes place in a world where seven people with unusual powers are crowned as ""kings,"" and revolves around the ""bonds"" and ""fate"" between the people involved. (Source: ANN)",https://cdn.myanimelist.net/r/50x70/images/manga/1/170852.jpg?s=572850ff291cf2df8845bddebbad75c4,K,K: The First
,https://cdn.myanimelist.net/r/50x70/images/manga/2/286953.jpg?s=df2f0df4f160d8449fdbf7ae76d362d6,K,Ka mo Naku Fuka mo Naku
The main character learns a surprising fact: a filthy mouth can be a turn-on.,https://cdn.myanimelist.net/r/50x70/images/manga/1/12731.jpg?s=3841618e2253ee19de13f97c0cae4bda,K,Ka-i-ka-n♥Spiral
"During high school, Hachi met Kuma, a strong-built guy, and Hanabi, Kuma's childhood friend. They become an inseparable trio. However, Kuma confesses to Hachi and Hanabi slowly stopped showing his fac...",https://cdn.myanimelist.net/r/50x70/images/manga/1/223905.jpg?s=3d1aaab0138192cbdfc9bbfa6e1b6732,H,Hachi
"An American college professor named Parker picked up a stray puppy one day. He decided to keep it and named the puppy Hachi. A strong, loving bond grew between the two. Every day, Hachi would await hi...",https://cdn.myanimelist.net/r/50x70/images/manga/3/23558.jpg?s=0331deb39404566ac7904a61c242edb2,H,Hachi - Yakusoku no Inu
"Hachi, Kyuukichi's faithful dog, leaves Edo and heads for Ise Jingu Shrine to obtain a shrine talisman in place of his injured master. People called such dogs ""sanguu dogs"" and took good care of them....",https://cdn.myanimelist.net/r/50x70/images/manga/3/200573.jpg?s=d118fcf19a5621495a42fec4f2ae3147,H,Hachi Mairu
"A young businessman loves his nephew, a high school musician.",https://cdn.myanimelist.net/r/50x70/images/manga/2/4920.jpg?s=0a161cb8d8ade4702d7820664d2f3a28,L,La Partita
1-20. Hita-Hita 21-22. La Pomme Prisonnière,https://cdn.myanimelist.net/r/50x70/images/manga/2/170594.jpg?s=ec532b45e6ee3087e3aba2aac3bde50b,L,La Pomme Prisonnière
"In a small city in Italy there is a cheap room for rent, great for foreign students, only if they can deal with the four middle aged men already living there. La Quinta Camera is a series of short sli...",https://cdn.myanimelist.net/r/50x70/images/manga/3/286477.jpg?s=19be0d2a2877ebb367f3fe6e618481b6,L,La Quinta Camera
,https://cdn.myanimelist.net/r/50x70/images/manga/1/254247.jpg?s=a01fbe198549737dfd4ff7c771dd102b,N,Nabe to Yuki to Honne
,https://cdn.myanimelist.net/r/50x70/images/manga/1/197253.jpg?s=387a1f7b4530bfaf9db863d9db3b09fe,N,Naberius Fuuin Bijutsukan no Collector
The series begins as a guest visits a temple where Myo-Un and Ryu-Sang are living along with many other orphan children. This guest turns out to be an assassin who came to kill a certain someone who i...,https://cdn.myanimelist.net/r/50x70/images/manga/3/26596.jpg?s=f0b5f71863d8fdfb72c3b1ff9366e95e,N,Nabi
"Men Ji Yu of the Tian Tai Tribe has been invited by Ba Cha Ke Han to live with the tribe of Qi Dan. But because he can't understand the language of Qi Dan, the people of Qi Dan can't get along with Me...",https://cdn.myanimelist.net/r/50x70/images/manga/2/268458.jpg?s=da456e2fe27fafed6a917dfdc38afa7c,Q,Qi Dan Qu
"Yashi has wandered with her father for fourteen years, and only now has she discovered that her own mother is actually Bocinia’s current queen. To see her mother, from whom she was separated when she...",https://cdn.myanimelist.net/r/50x70/images/manga/2/42140.jpg?s=621724a0800908c7af84812ed552a75d,Q,Qi Shi Gong Zhu
"Yan Wushi, leader of the demonic Huanyue sect, is a master cultivator, a brilliant strategist, and an incurable cynic. In his philosophy, every human heart is ruled by cruelty and selfishness. Anyone...",https://cdn.myanimelist.net/r/50x70/images/manga/3/279462.jpg?s=a17c2a513a65fdcc2eb735a662b9f697,Q,Qian Qiu
Ryuuji and Megumi go to a festival together wearing Yukata when things heat up.,https://cdn.myanimelist.net/r/50x70/images/manga/1/40040.jpg?s=09a7001afe938a0ba26ab29208d7537e,M,M no Retsujou dj - Yukata de Retsujou
"Narumi, the most popular teacher in a high school, teaches chemistry. All girl students are attracted to him, with an aura of prince. But there is a girl whom he has a lot of trouble in dealing with....",https://cdn.myanimelist.net/r/50x70/images/manga/2/15262.jpg?s=62aaa1baf84131d3c75ddc8c6e863dd9,M,M no Yoromeki
A wonderfully drawn set of short stories involving each female character of the chapters based on a real life famous Japanese idols. (Source: Tadanohito),https://cdn.myanimelist.net/r/50x70/images/manga/2/21644.jpg?s=dbc1d08d92151cd2bb5ca917eea40eaa,M,M Onna Senka
"Somewhere in some place... Akihabara, which is located between Okachimachi and Kanda, became favorite place for teens to spend their time or even take a part-time job. This is a compilation of a stori...",https://cdn.myanimelist.net/r/50x70/images/manga/3/96647.jpg?s=e2bcd2184c3613f7002b1f10d4f12b36,O,O to K no Aida
"A sophisticated collection of tales, ranging from the macabre to heartwarming to wacky. The trials and tribulations of daily life. 1. P no Higeki (The Tragedy of P) 2. Roman no Akindo (The Merchant of...",https://cdn.myanimelist.net/r/50x70/images/manga/1/146129.jpg?s=34cf8bc304b43914e4324244942b06d4,P,P no Higeki
Meet Yui and Ryouko and the rest of the employees from the Penis Research Institute—an organization that offers women the joy and pleasure of 'both' worlds.,https://cdn.myanimelist.net/r/50x70/images/manga/3/195547.jpg?s=1d335cc75a51d8a93062c7753b6103d1,P,P Souken
"Kako, a 16-year-old high school girl, goes to a mixer pretending to be 22. While there, she meets Kouta who at first has a very intimidating aura. But once he saves her from an awkward situation, she...",https://cdn.myanimelist.net/r/50x70/images/manga/3/139239.jpg?s=5e63cd67e2716565d42340a7861d21a1,P,P to JK
,https://cdn.myanimelist.net/r/50x70/images/manga/2/94305.jpg?s=d8ca35de5723665a87387b101ce3e7ea,J,Jaki no Haha
"For Fumiya Tomozaki, one of the best gamers in Japan, the ""game of life"" is the worst game in existence. Despite the fact that Tomozaki is the number one player in the video game Attack Families, he i...",https://cdn.myanimelist.net/r/50x70/images/manga/1/185942.jpg?s=e7242e69c88ebf7b78a9f0b8f90597ba,J,Jaku-Chara Tomozaki-kun
"Everyone loves Mr. Perfect, team leader Dohoon Ji—except for one person, that is. For the past two years, Dajung has only had eyes for her coworker, Hyunwoo. On the night of the company dinner, Dajung...",https://cdn.myanimelist.net/r/50x70/images/manga/3/269696.jpg?s=749b2a66c01ff8678b5e003f2da3f4b0,I,I Confessed to the Boss!
"I possessed the friend of the male protagonist who suffers from an incurable disease. I just wanted to play a lot and enjoy my short life before I die, but the good male protagonist keeps interrupting...",https://cdn.myanimelist.net/r/50x70/images/manga/3/268873.jpg?s=f2d61fb2e8ecb2e229faa097df1e9db8,I,I Corrupted the Male Lead!
"Baroness Eleanor Mariche, renowned novelist and relationship expert, has been summoned by an ambitious duke to convince his son, Count Ryan Calabria, into marrying the princess. The problem is... not...",https://cdn.myanimelist.net/r/50x70/images/manga/2/264601.jpg?s=333619c19cc5b935cbff7715ef1de595,I,I Didn't Mean to Seduce the Male Lead!
AiON Bangaihen: 1. Anju to Ayashii Futago 2. Kouya no Tabi 3. Shumi no Jikan 4. Seine Tokyo e Iku Karin Bangaihen: 5. Brownlic no Mori no Maigo AiON Spin-off: 6. Mahou Shoujo Magical Seine,https://cdn.myanimelist.net/r/50x70/images/manga/2/136267.jpg?s=7a7786cbd75102d87c25987c55ef9721,K,Ka-Non
"Mei Shirakura is a dim-witted, super-genius high school freshman. Ever since she was saved from becoming a delinquent, she believes that Naoki Daito, an upperclassman at the same school and himself a...",https://cdn.myanimelist.net/r/50x70/images/manga/1/14992.jpg?s=c4dd295e6902930042040c5f350ebb68,K,Ka.re.shi
,https://cdn.myanimelist.net/r/50x70/images/manga/1/112165.jpg?s=6cf8970ece8ef7ab28f06ab4a398f75a,K,Kaasan ga Nandemo Shite Kureru
"Ichinomiya Shingo, a 25-year-old man working at a firm company, while thinking of tomorrow's busy working day, goes to sleep. However, when he woke up, he found himself in a room unknown to him and re...",https://cdn.myanimelist.net/r/50x70/images/manga/3/167068.jpg?s=8e8b91f1c512da2dba3cf5868e8a5672,H,"Hachi-nan tte, Sore wa Nai deshou!"
"Ichinomiya Shingo, a 25-year-old man working at a firm company, while thinking of tomorrow's busy working day, goes to sleep. However, when he woke up, he found himself in a room unknown to him and re...",https://cdn.myanimelist.net/r/50x70/images/manga/3/123405.jpg?s=f6a2c1d8172e657bcc71d642810b2d6b,H,"Hachi-nan tte, Sore wa Nai deshou!"
Mutants have popped up in Tokyo. These mutants are the relatives of gods and upon consuming human blood they transform into their awakened state which resembles the god that they are related to. Hachi...,https://cdn.myanimelist.net/r/50x70/images/manga/2/222022.jpg?s=b9fddd033924819e5cf04daa46b078f8,H,Hachi: Tokyo 23-ku
"""My fingers are sweet."" Mashita suddenly said that. After hearing this, Matsushima is affected. He doesn’t intend to confess even though he is holding an unrequited love for Mashita. Can Matsushima st...",https://cdn.myanimelist.net/r/50x70/images/manga/2/5459.jpg?s=79e4e40a08e2fdc86e3c0d3cb2886642,L,La Satanica
Can't get enough of Matsushima and Mashita? A little peek into our boys during year one and what turns Mashita on...? (Source: Attractive Fascinante),https://cdn.myanimelist.net/r/50x70/images/manga/3/6754.jpg?s=5de70b82823e2a4d1b556ee2afe42626,L,La Satanica dj - Fluffy Thing
"Have you heard of the world where a witch and her black cat live happily together? It's a paradise where nothing bad happens and no one gets sad. But then, the witch dies and the cat is left alone. So...",https://cdn.myanimelist.net/r/50x70/images/manga/1/5460.jpg?s=ad95c943e48e93687734b806e4b42cda,L,La Suite D'amour Du Chat Noir
"A collection of one-shots, mostly centering around a rough boy, a girl who he is close to, and what happens as they grow up.",https://cdn.myanimelist.net/r/50x70/images/manga/1/8674.jpg?s=31afb1cf7f906b5e9aae44ce57b3c7ca,N,Nabi: The Prototype
,https://cdn.myanimelist.net/r/50x70/images/manga/1/75799.jpg?s=bfe7f07c4577c666972319514b2aad8b,N,Naburaretai Watashitachi
"Included one-shots: Shiorenai Hana (A Flower that Cannot Wither), After School",https://cdn.myanimelist.net/r/50x70/images/manga/2/145819.jpg?s=6afe869b0f1988332a7aebbd48acc23b,N,Naburi: Do S Joshikousei ni Rinkansareru Boku
"Sentimental Fruits is a collection of a few outstanding short stories in which pictures are used in place of dialogue. That’s right, these stories don’t have dialogue. The masterful You Gui Xiu’s meti...",https://cdn.myanimelist.net/r/50x70/images/manga/3/156568.jpg?s=eca2d237a3c2539b6f38e14e1d461f57,Q,Qing Se Guo Shi
"[from Sherbet Lemon] The story begins with a rich young lady named Mo Kai who is over the age of marrying but with with no proposed marriage. One day, she met a gentle scholar named Yi Nuo-Sheng and t...",https://cdn.myanimelist.net/r/50x70/images/manga/3/25192.jpg?s=b12e1c5910556bb7cf4873141b835f7b,Q,Qing You Du Zhong
"Lin is just an ordinary high school student. But on the day she transfers to a new school, she gets a video game, which sends her to the world of King Arthur. There, she meets a mysterious wizard, who...",https://cdn.myanimelist.net/r/50x70/images/manga/1/222763.jpg?s=0cc952f9ca238ef953b4885ae8d46ecf,Q,Qishi Huanxiang Ye
,https://cdn.myanimelist.net/r/50x70/images/manga/3/196335.jpg?s=b8521676a541cf83c8dfbd93ec30874b,M,M Onna-san wa S Sensei ga Osuki
1. Tough na Otoko no Aisarekata (The Method of Loving a Tough Man) 2. M Otoko Izonshou (Masochistic Man Dependence) 3. Kadobeya no Onnna (The Woman in the Corner Room) 4. Oba-chan no Oshioki (Aunt's P...,https://cdn.myanimelist.net/r/50x70/images/manga/3/119851.jpg?s=474c5e546853982dcf9c46e64bf642f9,M,M Otoko Izonshou
Included one-shot: S Senpai to M Kouhai,https://cdn.myanimelist.net/r/50x70/images/manga/3/288473.jpg?s=8c2564b350b78d6292a99a8aa4751cde,M,M Ryman to S Bitch
"The super unimposing sakura trees I saw when I entered the school was...""Oni-gokko""!? In this game of tag where male high school students wager their youth, the curtain opens on their story. (Source:...",https://cdn.myanimelist.net/r/50x70/images/manga/2/83048.jpg?s=9136d4614cbcf0202070e58f672b311b,O,O*G*A Onigokko Royal
